 [x] Sent b'[2/20/2023 8:58, 88.0]' on route-C
 [x] Sent b'[2/20/2023 10:11, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:11, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:11, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:11, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:12, 109.0]' on route-B
 [x] Sent b'[2/20/2023 10:12, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:12, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:12, 105.0]' on route-B
 [x] Sent b'[2/20/2023 10:12, 127.0]' on route-C
 [x] Sent b'[2/20/2023 10:12, 107.0]' on route-A
 [x] Sent b'[2/20/2023 10:12, 102.0]' on route-B
 [x] Sent b'[2/20/2023 10:12, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:13, 85.0]' on route-A
 [x] Sent b'[2/20/2023 10:13, 117.0]' on route-B
 [x] Sent b'[2/20/2023 10:13, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:13, 92.0]' on route-A
 [x] Sent b'[2/20/2023 10:13, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:13, 115.0]' on route-A
 [x] Sent b'[2/20/2023 10:13, 127.0]' on route-B
 [x] Sent b'[2/20/2023 10:13, 93.0]' on route-C
 [x] Sent b'[2/20/2023 10:14, 124.0]' on route-A
 [x] Sent b'[2/20/2023 10:14, 89.0]' on route-B
 [x] Sent b'[2/20/2023 10:14, 107.0]' on route-C
 [x] Sent b'[2/20/2023 10:14, 86.0]' on route-A
 [x] Sent b'[2/20/2023 10:14, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:14, 111.0]' on route-C
 [x] Sent b'[2/20/2023 10:14, 103.0]' on route-A
 [x] Sent b'[2/20/2023 10:14, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:15, 90.0]' on route-A
 [x] Sent b'[2/20/2023 10:15, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:15, 110.0]' on route-C
 [x] Sent b'[2/20/2023 10:15, 114.0]' on route-A
 [x] Sent b'[2/20/2023 10:15, 100.0]' on route-B
 [x] Sent b'[2/20/2023 10:15, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:15, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:15, 99.0]' on route-B
 [x] Sent b'[2/20/2023 10:15, 122.0]' on route-C
 [x] Sent b'[2/20/2023 10:16, 125.0]' on route-A
 [x] Sent b'[2/20/2023 10:16, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:16, 107.0]' on route-C
 [x] Sent b'[2/20/2023 10:16, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:16, 88.0]' on route-B
 [x] Sent b'[2/20/2023 10:16, 113.0]' on route-C
 [x] Sent b'[2/20/2023 10:16, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:16, 127.0]' on route-B
 [x] Sent b'[2/20/2023 10:16, 126.0]' on route-C
 [x] Sent b'[2/20/2023 10:17, 95.0]' on route-A
 [x] Sent b'[2/20/2023 10:17, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:17, 100.0]' on route-C
 [x] Sent b'[2/20/2023 10:17, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:17, 88.0]' on route-B
 [x] Sent b'[2/20/2023 10:17, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:17, 130.0]' on route-A
 [x] Sent b'[2/20/2023 10:17, 93.0]' on route-B
 [x] Sent b'[2/20/2023 10:17, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:18, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:18, 100.0]' on route-B
 [x] Sent b'[2/20/2023 10:18, 111.0]' on route-C
 [x] Sent b'[2/20/2023 10:18, 87.0]' on route-A
 [x] Sent b'[2/20/2023 10:18, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:18, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:18, 117.0]' on route-A
 [x] Sent b'[2/20/2023 10:18, 128.0]' on route-B
 [x] Sent b'[2/20/2023 10:18, 85.0]' on route-C
 [x] Sent b'[2/20/2023 10:19, 103.0]' on route-A
 [x] Sent b'[2/20/2023 10:19, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:19, 95.0]' on route-C
 [x] Sent b'[2/20/2023 10:19, 97.0]' on route-A
 [x] Sent b'[2/20/2023 10:19, 111.0]' on route-B
 [x] Sent b'[2/20/2023 10:19, 120.0]' on route-C
 [x] Sent b'[2/20/2023 10:19, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:19, 120.0]' on route-B
 [x] Sent b'[2/20/2023 10:19, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:20, 103.0]' on route-A
 [x] Sent b'[2/20/2023 10:20, 88.0]' on route-B
 [x] Sent b'[2/20/2023 10:20, 98.0]' on route-C
 [x] Sent b'[2/20/2023 10:20, 91.0]' on route-A
 [x] Sent b'[2/20/2023 10:20, 124.0]' on route-B
 [x] Sent b'[2/20/2023 10:20, 111.0]' on route-C
 [x] Sent b'[2/20/2023 10:20, 91.0]' on route-A
 [x] Sent b'[2/20/2023 10:20, 105.0]' on route-B
 [x] Sent b'[2/20/2023 10:20, 124.0]' on route-C
 [x] Sent b'[2/20/2023 10:21, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:21, 100.0]' on route-B
 [x] Sent b'[2/20/2023 10:21, 108.0]' on route-C
 [x] Sent b'[2/20/2023 10:21, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:21, 109.0]' on route-B
 [x] Sent b'[2/20/2023 10:21, 104.0]' on route-C
 [x] Sent b'[2/20/2023 10:21, 93.0]' on route-A
 [x] Sent b'[2/20/2023 10:21, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:21, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:22, 99.0]' on route-A
 [x] Sent b'[2/20/2023 10:22, 91.0]' on route-B
 [x] Sent b'[2/20/2023 10:22, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:22, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:22, 119.0]' on route-B
 [x] Sent b'[2/20/2023 10:22, 120.0]' on route-C
 [x] Sent b'[2/20/2023 10:22, 126.0]' on route-A
 [x] Sent b'[2/20/2023 10:22, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:22, 112.0]' on route-C
 [x] Sent b'[2/20/2023 10:23, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:23, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:23, 125.0]' on route-C
 [x] Sent b'[2/20/2023 10:23, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:23, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:23, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:23, 89.0]' on route-A
 [x] Sent b'[2/20/2023 10:23, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:23, 116.0]' on route-C
 [x] Sent b'[2/20/2023 10:24, 125.0]' on route-A
 [x] Sent b'[2/20/2023 10:24, 111.0]' on route-B
 [x] Sent b'[2/20/2023 10:24, 93.0]' on route-C
 [x] Sent b'[2/20/2023 10:24, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:24, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:24, 104.0]' on route-C
 [x] Sent b'[2/20/2023 10:24, 111.0]' on route-A
 [x] Sent b'[2/20/2023 10:24, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:24, 125.0]' on route-C
 [x] Sent b'[2/20/2023 10:25, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:25, 90.0]' on route-B
 [x] Sent b'[2/20/2023 10:25, 113.0]' on route-C
 [x] Sent b'[2/20/2023 10:25, 129.0]' on route-A
 [x] Sent b'[2/20/2023 10:25, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:25, 112.0]' on route-C
 [x] Sent b'[2/20/2023 10:25, 112.0]' on route-A
 [x] Sent b'[2/20/2023 10:25, 89.0]' on route-B
 [x] Sent b'[2/20/2023 10:25, 116.0]' on route-C
 [x] Sent b'[2/20/2023 10:26, 89.0]' on route-A
 [x] Sent b'[2/20/2023 10:26, 103.0]' on route-B
 [x] Sent b'[2/20/2023 10:26, 109.0]' on route-C
 [x] Sent b'[2/20/2023 10:26, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:26, 103.0]' on route-B
 [x] Sent b'[2/20/2023 10:26, 110.0]' on route-C
 [x] Sent b'[2/20/2023 10:26, 112.0]' on route-A
 [x] Sent b'[2/20/2023 10:26, 125.0]' on route-B
 [x] Sent b'[2/20/2023 10:26, 114.0]' on route-C
 [x] Sent b'[2/20/2023 10:27, 119.0]' on route-A
 [x] Sent b'[2/20/2023 10:27, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:27, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:27, 98.0]' on route-A
 [x] Sent b'[2/20/2023 10:27, 124.0]' on route-B
 [x] Sent b'[2/20/2023 10:27, 126.0]' on route-C
 [x] Sent b'[2/20/2023 10:27, 127.0]' on route-A
 [x] Sent b'[2/20/2023 10:27, 130.0]' on route-B
 [x] Sent b'[2/20/2023 10:27, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:28, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:28, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:28, 124.0]' on route-C
 [x] Sent b'[2/20/2023 10:28, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:28, 109.0]' on route-B
 [x] Sent b'[2/20/2023 10:28, 130.0]' on route-C
 [x] Sent b'[2/20/2023 10:28, 93.0]' on route-A
 [x] Sent b'[2/20/2023 10:28, 87.0]' on route-B
 [x] Sent b'[2/20/2023 10:28, 106.0]' on route-C
 [x] Sent b'[2/20/2023 10:29, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:29, 104.0]' on route-B
 [x] Sent b'[2/20/2023 10:29, 90.0]' on route-C
 [x] Sent b'[2/20/2023 10:29, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:29, 121.0]' on route-B
 [x] Sent b'[2/20/2023 10:29, 102.0]' on route-C
 [x] Sent b'[2/20/2023 10:29, 125.0]' on route-A
 [x] Sent b'[2/20/2023 10:29, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:29, 130.0]' on route-C
 [x] Sent b'[2/20/2023 10:30, 122.0]' on route-A
 [x] Sent b'[2/20/2023 10:30, 87.0]' on route-B
 [x] Sent b'[2/20/2023 10:30, 93.0]' on route-C
 [x] Sent b'[2/20/2023 10:30, 116.0]' on route-A
 [x] Sent b'[2/20/2023 10:30, 87.0]' on route-B
 [x] Sent b'[2/20/2023 10:30, 96.0]' on route-C
 [x] Sent b'[2/20/2023 10:30, 121.0]' on route-A
 [x] Sent b'[2/20/2023 10:30, 89.0]' on route-B
 [x] Sent b'[2/20/2023 10:30, 122.0]' on route-C
 [x] Sent b'[2/20/2023 10:31, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:31, 124.0]' on route-B
 [x] Sent b'[2/20/2023 10:31, 106.0]' on route-C
 [x] Sent b'[2/20/2023 10:31, 115.0]' on route-A
 [x] Sent b'[2/20/2023 10:31, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:31, 97.0]' on route-C
 [x] Sent b'[2/20/2023 10:31, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:31, 114.0]' on route-B
 [x] Sent b'[2/20/2023 10:31, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:32, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:32, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:32, 129.0]' on route-C
 [x] Sent b'[2/20/2023 10:32, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:32, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:32, 94.0]' on route-C
 [x] Sent b'[2/20/2023 10:32, 97.0]' on route-A
 [x] Sent b'[2/20/2023 10:32, 117.0]' on route-B
 [x] Sent b'[2/20/2023 10:32, 116.0]' on route-C
 [x] Sent b'[2/20/2023 10:33, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:33, 114.0]' on route-B
 [x] Sent b'[2/20/2023 10:33, 119.0]' on route-C
 [x] Sent b'[2/20/2023 10:33, 117.0]' on route-A
 [x] Sent b'[2/20/2023 10:33, 119.0]' on route-B
 [x] Sent b'[2/20/2023 10:33, 95.0]' on route-C
 [x] Sent b'[2/20/2023 10:33, 87.0]' on route-A
 [x] Sent b'[2/20/2023 10:33, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:33, 129.0]' on route-C
 [x] Sent b'[2/20/2023 10:34, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:34, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:34, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:34, 89.0]' on route-A
 [x] Sent b'[2/20/2023 10:34, 95.0]' on route-B
 [x] Sent b'[2/20/2023 10:34, 85.0]' on route-C
 [x] Sent b'[2/20/2023 10:34, 121.0]' on route-A
 [x] Sent b'[2/20/2023 10:34, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:34, 104.0]' on route-C
 [x] Sent b'[2/20/2023 10:35, 88.0]' on route-A
 [x] Sent b'[2/20/2023 10:35, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:35, 97.0]' on route-C
 [x] Sent b'[2/20/2023 10:35, 115.0]' on route-A
 [x] Sent b'[2/20/2023 10:35, 130.0]' on route-B
 [x] Sent b'[2/20/2023 10:35, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:35, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:35, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:35, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:36, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:36, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:36, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:36, 114.0]' on route-A
 [x] Sent b'[2/20/2023 10:36, 123.0]' on route-B
 [x] Sent b'[2/20/2023 10:36, 92.0]' on route-C
 [x] Sent b'[2/20/2023 10:36, 107.0]' on route-A
 [x] Sent b'[2/20/2023 10:36, 103.0]' on route-B
 [x] Sent b'[2/20/2023 10:36, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:37, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:37, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:37, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:37, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:37, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:37, 115.0]' on route-C
 [x] Sent b'[2/20/2023 10:37, 101.0]' on route-A
 [x] Sent b'[2/20/2023 10:37, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:37, 129.0]' on route-C
 [x] Sent b'[2/20/2023 10:38, 114.0]' on route-A
 [x] Sent b'[2/20/2023 10:38, 104.0]' on route-B
 [x] Sent b'[2/20/2023 10:38, 103.0]' on route-C
 [x] Sent b'[2/20/2023 10:38, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:38, 120.0]' on route-B
 [x] Sent b'[2/20/2023 10:38, 123.0]' on route-C
 [x] Sent b'[2/20/2023 10:38, 127.0]' on route-A
 [x] Sent b'[2/20/2023 10:38, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:38, 111.0]' on route-C
 [x] Sent b'[2/20/2023 10:39, 96.0]' on route-A
 [x] Sent b'[2/20/2023 10:39, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:39, 128.0]' on route-C
 [x] Sent b'[2/20/2023 10:39, 96.0]' on route-A
 [x] Sent b'[2/20/2023 10:39, 127.0]' on route-B
 [x] Sent b'[2/20/2023 10:39, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:39, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:39, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:39, 102.0]' on route-C
 [x] Sent b'[2/20/2023 10:40, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:40, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:40, 87.0]' on route-C
 [x] Sent b'[2/20/2023 10:40, 92.0]' on route-A
 [x] Sent b'[2/20/2023 10:40, 106.0]' on route-B
 [x] Sent b'[2/20/2023 10:40, 102.0]' on route-C
 [x] Sent b'[2/20/2023 10:40, 108.0]' on route-A
 [x] Sent b'[2/20/2023 10:40, 124.0]' on route-B
 [x] Sent b'[2/20/2023 10:40, 92.0]' on route-C
 [x] Sent b'[2/20/2023 10:41, 95.0]' on route-A
 [x] Sent b'[2/20/2023 10:41, 106.0]' on route-B
 [x] Sent b'[2/20/2023 10:41, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:41, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:41, 93.0]' on route-B
 [x] Sent b'[2/20/2023 10:41, 115.0]' on route-C
 [x] Sent b'[2/20/2023 10:41, 122.0]' on route-A
 [x] Sent b'[2/20/2023 10:41, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:41, 90.0]' on route-C
 [x] Sent b'[2/20/2023 10:42, 127.0]' on route-A
 [x] Sent b'[2/20/2023 10:42, 126.0]' on route-B
 [x] Sent b'[2/20/2023 10:42, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:42, 125.0]' on route-A
 [x] Sent b'[2/20/2023 10:42, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:42, 126.0]' on route-C
 [x] Sent b'[2/20/2023 10:42, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:42, 101.0]' on route-B
 [x] Sent b'[2/20/2023 10:42, 120.0]' on route-C
 [x] Sent b'[2/20/2023 10:43, 99.0]' on route-A
 [x] Sent b'[2/20/2023 10:43, 129.0]' on route-B
 [x] Sent b'[2/20/2023 10:43, 91.0]' on route-C
 [x] Sent b'[2/20/2023 10:43, 101.0]' on route-A
 [x] Sent b'[2/20/2023 10:43, 98.0]' on route-B
 [x] Sent b'[2/20/2023 10:43, 127.0]' on route-C
 [x] Sent b'[2/20/2023 10:43, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:43, 90.0]' on route-B
 [x] Sent b'[2/20/2023 10:43, 89.0]' on route-C
 [x] Sent b'[2/20/2023 10:44, 87.0]' on route-A
 [x] Sent b'[2/20/2023 10:44, 99.0]' on route-B
 [x] Sent b'[2/20/2023 10:44, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:44, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:44, 91.0]' on route-B
 [x] Sent b'[2/20/2023 10:44, 95.0]' on route-C
 [x] Sent b'[2/20/2023 10:44, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:44, 91.0]' on route-B
 [x] Sent b'[2/20/2023 10:44, 103.0]' on route-C
 [x] Sent b'[2/20/2023 10:45, 99.0]' on route-A
 [x] Sent b'[2/20/2023 10:45, 95.0]' on route-B
 [x] Sent b'[2/20/2023 10:45, 92.0]' on route-C
 [x] Sent b'[2/20/2023 10:45, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:45, 110.0]' on route-B
 [x] Sent b'[2/20/2023 10:45, 94.0]' on route-C
 [x] Sent b'[2/20/2023 10:45, 99.0]' on route-A
 [x] Sent b'[2/20/2023 10:45, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:45, 107.0]' on route-C
 [x] Sent b'[2/20/2023 10:46, 99.0]' on route-A
 [x] Sent b'[2/20/2023 10:46, 121.0]' on route-B
 [x] Sent b'[2/20/2023 10:46, 90.0]' on route-C
 [x] Sent b'[2/20/2023 10:46, 115.0]' on route-A
 [x] Sent b'[2/20/2023 10:46, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:46, 103.0]' on route-C
 [x] Sent b'[2/20/2023 10:46, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:46, 98.0]' on route-B
 [x] Sent b'[2/20/2023 10:46, 97.0]' on route-C
 [x] Sent b'[2/20/2023 10:47, 97.0]' on route-A
 [x] Sent b'[2/20/2023 10:47, 103.0]' on route-B
 [x] Sent b'[2/20/2023 10:47, 85.0]' on route-C
 [x] Sent b'[2/20/2023 10:47, 91.0]' on route-A
 [x] Sent b'[2/20/2023 10:47, 119.0]' on route-B
 [x] Sent b'[2/20/2023 10:47, 116.0]' on route-C
 [x] Sent b'[2/20/2023 10:47, 119.0]' on route-A
 [x] Sent b'[2/20/2023 10:47, 92.0]' on route-B
 [x] Sent b'[2/20/2023 10:47, 108.0]' on route-C
 [x] Sent b'[2/20/2023 10:48, 91.0]' on route-A
 [x] Sent b'[2/20/2023 10:48, 96.0]' on route-B
 [x] Sent b'[2/20/2023 10:48, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:48, 108.0]' on route-A
 [x] Sent b'[2/20/2023 10:48, 126.0]' on route-B
 [x] Sent b'[2/20/2023 10:48, 93.0]' on route-C
 [x] Sent b'[2/20/2023 10:48, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:48, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:48, 87.0]' on route-C
 [x] Sent b'[2/20/2023 10:49, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:49, 115.0]' on route-B
 [x] Sent b'[2/20/2023 10:49, 114.0]' on route-C
 [x] Sent b'[2/20/2023 10:49, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:49, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:49, 104.0]' on route-C
 [x] Sent b'[2/20/2023 10:49, 116.0]' on route-A
 [x] Sent b'[2/20/2023 10:49, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:49, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:50, 119.0]' on route-A
 [x] Sent b'[2/20/2023 10:50, 109.0]' on route-B
 [x] Sent b'[2/20/2023 10:50, 122.0]' on route-C
 [x] Sent b'[2/20/2023 10:50, 97.0]' on route-A
 [x] Sent b'[2/20/2023 10:50, 125.0]' on route-B
 [x] Sent b'[2/20/2023 10:50, 128.0]' on route-C
 [x] Sent b'[2/20/2023 10:50, 127.0]' on route-A
 [x] Sent b'[2/20/2023 10:50, 106.0]' on route-B
 [x] Sent b'[2/20/2023 10:50, 129.0]' on route-C
 [x] Sent b'[2/20/2023 10:51, 107.0]' on route-A
 [x] Sent b'[2/20/2023 10:51, 102.0]' on route-B
 [x] Sent b'[2/20/2023 10:51, 128.0]' on route-C
 [x] Sent b'[2/20/2023 10:51, 103.0]' on route-A
 [x] Sent b'[2/20/2023 10:51, 110.0]' on route-B
 [x] Sent b'[2/20/2023 10:51, 106.0]' on route-C
 [x] Sent b'[2/20/2023 10:51, 109.0]' on route-A
 [x] Sent b'[2/20/2023 10:51, 111.0]' on route-B
 [x] Sent b'[2/20/2023 10:51, 89.0]' on route-C
 [x] Sent b'[2/20/2023 10:52, 122.0]' on route-A
 [x] Sent b'[2/20/2023 10:52, 121.0]' on route-B
 [x] Sent b'[2/20/2023 10:52, 107.0]' on route-C
 [x] Sent b'[2/20/2023 10:52, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:52, 87.0]' on route-B
 [x] Sent b'[2/20/2023 10:52, 127.0]' on route-C
 [x] Sent b'[2/20/2023 10:52, 126.0]' on route-A
 [x] Sent b'[2/20/2023 10:52, 90.0]' on route-B
 [x] Sent b'[2/20/2023 10:52, 95.0]' on route-C
 [x] Sent b'[2/20/2023 10:53, 116.0]' on route-A
 [x] Sent b'[2/20/2023 10:53, 115.0]' on route-B
 [x] Sent b'[2/20/2023 10:53, 97.0]' on route-C
 [x] Sent b'[2/20/2023 10:53, 102.0]' on route-A
 [x] Sent b'[2/20/2023 10:53, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:53, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:53, 120.0]' on route-A
 [x] Sent b'[2/20/2023 10:53, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:53, 90.0]' on route-C
 [x] Sent b'[2/20/2023 10:54, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:54, 130.0]' on route-B
 [x] Sent b'[2/20/2023 10:54, 101.0]' on route-C
 [x] Sent b'[2/20/2023 10:54, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:54, 126.0]' on route-B
 [x] Sent b'[2/20/2023 10:54, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:54, 93.0]' on route-A
 [x] Sent b'[2/20/2023 10:54, 127.0]' on route-B
 [x] Sent b'[2/20/2023 10:54, 111.0]' on route-C
 [x] Sent b'[2/20/2023 10:55, 92.0]' on route-A
 [x] Sent b'[2/20/2023 10:55, 121.0]' on route-B
 [x] Sent b'[2/20/2023 10:55, 100.0]' on route-C
 [x] Sent b'[2/20/2023 10:55, 93.0]' on route-A
 [x] Sent b'[2/20/2023 10:55, 119.0]' on route-B
 [x] Sent b'[2/20/2023 10:55, 123.0]' on route-C
 [x] Sent b'[2/20/2023 10:55, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:55, 114.0]' on route-B
 [x] Sent b'[2/20/2023 10:55, 88.0]' on route-C
 [x] Sent b'[2/20/2023 10:56, 90.0]' on route-A
 [x] Sent b'[2/20/2023 10:56, 109.0]' on route-B
 [x] Sent b'[2/20/2023 10:56, 126.0]' on route-C
 [x] Sent b'[2/20/2023 10:56, 111.0]' on route-A
 [x] Sent b'[2/20/2023 10:56, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:56, 102.0]' on route-C
 [x] Sent b'[2/20/2023 10:56, 92.0]' on route-A
 [x] Sent b'[2/20/2023 10:56, 92.0]' on route-B
 [x] Sent b'[2/20/2023 10:56, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:57, 127.0]' on route-A
 [x] Sent b'[2/20/2023 10:57, 90.0]' on route-B
 [x] Sent b'[2/20/2023 10:57, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:57, 92.0]' on route-A
 [x] Sent b'[2/20/2023 10:57, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:57, 110.0]' on route-C
 [x] Sent b'[2/20/2023 10:57, 112.0]' on route-A
 [x] Sent b'[2/20/2023 10:57, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:57, 115.0]' on route-C
 [x] Sent b'[2/20/2023 10:58, 91.0]' on route-A
 [x] Sent b'[2/20/2023 10:58, 105.0]' on route-B
 [x] Sent b'[2/20/2023 10:58, 106.0]' on route-C
 [x] Sent b'[2/20/2023 10:58, 129.0]' on route-A
 [x] Sent b'[2/20/2023 10:58, 121.0]' on route-B
 [x] Sent b'[2/20/2023 10:58, 97.0]' on route-C
 [x] Sent b'[2/20/2023 10:58, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:58, 93.0]' on route-B
 [x] Sent b'[2/20/2023 10:58, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:59, 116.0]' on route-A
 [x] Sent b'[2/20/2023 10:59, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:59, 109.0]' on route-C
 [x] Sent b'[2/20/2023 10:59, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:59, 100.0]' on route-B
 [x] Sent b'[2/20/2023 10:59, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:59, 116.0]' on route-A
 [x] Sent b'[2/20/2023 10:59, 110.0]' on route-B
 [x] Sent b'[2/20/2023 10:59, 101.0]' on route-C
 [x] Sent b'[2/20/2023 11:00, 123.0]' on route-A
 [x] Sent b'[2/20/2023 11:00, 90.0]' on route-B
 [x] Sent b'[2/20/2023 11:00, 94.0]' on route-C
